trip_id,driver_id,city_id,pickup_area,dropoff_area,pickup_time,dropoff_time,distance_km,base_fare,surge_multiplier,final_fare,payment_method,trip_status,passenger_rating
616,22,2,IT Park,City Mall,2024-08-08 07:14:00,2024-08-08 07:46:00,6.75,86.35,1.81,156.29,Card,Completed,5
617,39,5,Market,Market,2024-12-08 07:03:00,2024-12-08 11:32:00,41.81,606.35,1.0,606.35,Cash,Completed,3
618,36,2,College,Bus Stand,2024-01-22 15:10:00,2024-01-22 18:23:00,28.9,519.25,1.0,519.25,Wallet,Completed,4
619,47,2,Suburb,College,2024-02-20 08:23:00,2024-02-20 09:43:00,16.06,194.36,1.0,194.36,Wallet,Completed,3
620,19,8,Hotel,Suburb,2024-09-15 08:17:00,2024-09-15 10:00:00,17.7,301.59,1.0,301.59,Card,Completed,5
621,28,6,College,City Mall,2024-07-30 21:57:00,2024-07-31 00:11:00,21.46,382.4,1.0,382.4,Cash,Completed,3
622,46,5,City Mall,Market,2024-09-21 21:05:00,2024-09-21 22:26:00,16.22,230.54,1.0,230.54,Cash,Completed,3
623,41,1,Hospital,Airport,2024-12-04 20:18:00,2024-12-04 22:27:00,19.74,357.02,1.0,357.02,Wallet,Completed,4
624,34,2,College,Hospital,2024-11-08 21:44:00,2024-11-08 23:49:00,19.07,308.0,1.0,308.0,Wallet,Completed,5
625,50,5,IT Park,Suburb,2024-04-11 20:05:00,2024-04-11 20:23:00,3.11,42.53,1.0,42.53,Cash,Completed,5
626,33,7,Market,IT Park,2024-10-09 10:21:00,2024-10-09 12:24:00,34.43,422.81,1.0,422.81,Card,Cancelled,
627,50,5,Railway Station,College,2024-06-04 18:32:00,2024-06-04 19:07:00,6.3,72.32,1.0,72.32,Wallet,Completed,3
628,37,1,Bus Stand,Market,2024-01-03 13:15:00,2024-01-03 16:35:00,36.53,690.86,1.0,690.86,Card,Cancelled,
629,23,3,Market,Suburb,2024-06-02 09:50:00,2024-06-02 13:34:00,36.96,575.92,1.87,1076.97,Wallet,Completed,5
630,30,1,Bus Stand,Hotel,2024-02-20 07:27:00,2024-02-20 10:40:00,37.54,437.55,2.63,1150.76,Card,Completed,4
631,36,2,College,Hotel,2024-09-22 18:55:00,2024-09-22 20:00:00,12.97,194.43,1.0,194.43,Card,Cancelled,
632,10,8,College,Airport,2024-09-15 07:45:00,2024-09-15 09:39:00,21.41,401.31,1.0,401.31,Card,Completed,4
633,36,2,Bus Stand,City Mall,2024-07-08 21:07:00,2024-07-08 22:55:00,27.67,394.82,1.0,394.82,Cash,Completed,3
634,24,8,Hotel,Airport,2024-06-05 23:19:00,2024-06-06 00:16:00,14.29,160.39,1.0,160.39,Wallet,Cancelled,
635,19,8,College,Hospital,2024-04-20 08:47:00,2024-04-20 10:39:00,22.76,272.63,2.61,711.56,Wallet,Completed,5
636,31,8,Hospital,Railway Station,2024-11-06 07:08:00,2024-11-06 09:06:00,23.46,344.57,1.0,344.57,Card,Cancelled,
637,43,2,IT Park,Railway Station,2024-11-15 12:14:00,2024-11-15 14:42:00,40.66,557.53,1.0,557.53,Card,Completed,4
638,46,5,Bus Stand,Market,2024-01-13 16:50:00,2024-01-13 20:11:00,35.06,472.29,1.0,472.29,Cash,Completed,5
639,37,1,IT Park,Suburb,2024-09-24 08:30:00,2024-09-24 10:35:00,23.36,260.45,1.0,260.45,Card,No-show,
640,46,5,Hospital,Hotel,2024-10-23 13:51:00,2024-10-23 16:08:00,24.71,335.15,1.0,335.15,Card,Completed,3
641,27,7,IT Park,Railway Station,2024-01-13 19:20:00,2024-01-13 20:57:00,18.12,212.51,1.0,212.51,Card,Completed,3
642,20,5,Hospital,IT Park,2024-07-27 17:03:00,2024-07-27 19:20:00,28.23,383.99,1.39,533.75,Wallet,Completed,4
643,8,6,IT Park,Airport,2024-01-27 08:48:00,2024-01-27 11:12:00,27.47,354.14,1.0,354.14,Wallet,Cancelled,
644,30,1,Market,Railway Station,2024-10-10 12:30:00,2024-10-10 12:48:00,2.76,44.35,1.0,44.35,Card,Completed,5
645,49,5,Hospital,Bus Stand,2024-10-11 17:08:00,2024-10-11 18:10:00,14.75,210.25,2.25,473.06,Card,No-show,
646,16,5,Market,IT Park,2024-10-02 22:58:00,2024-10-03 01:40:00,25.65,290.73,1.0,290.73,Card,No-show,
647,1,2,Suburb,Market,2024-01-31 21:30:00,2024-01-31 22:48:00,13.39,174.17,1.0,174.17,Card,No-show,
648,19,8,IT Park,Hotel,2024-01-24 08:34:00,2024-01-24 10:16:00,25.99,348.4,1.0,348.4,Card,Completed,5
649,40,8,Suburb,Hospital,2024-09-15 22:20:00,2024-09-16 02:56:00,39.95,741.6,1.0,741.6,Wallet,Completed,4
650,14,7,Airport,Airport,2024-08-23 22:21:00,2024-08-23 22:33:00,2.19,36.21,1.0,36.21,Card,Completed,4
651,27,7,College,Railway Station,2024-10-11 20:45:00,2024-10-11 22:56:00,22.77,322.02,2.62,843.69,Wallet,Completed,5
652,25,2,College,Airport,2024-11-03 11:11:00,2024-11-03 13:40:00,38.0,664.81,1.0,664.81,Card,Completed,3
653,48,2,College,Hospital,2024-01-11 18:43:00,2024-01-11 21:52:00,41.58,576.41,2.22,1279.63,Cash,Completed,3
654,18,3,Market,Bus Stand,2024-09-09 20:45:00,2024-09-09 23:24:00,27.86,308.05,1.0,308.05,Wallet,Completed,4
655,11,5,City Mall,IT Park,2024-10-09 08:47:00,2024-10-09 10:24:00,26.11,429.75,1.0,429.75,Card,Completed,3
656,15,8,Bus Stand,College,2024-09-24 18:17:00,2024-09-24 19:15:00,9.85,161.77,1.0,161.77,Cash,Completed,4
657,28,6,Bus Stand,College,2024-11-24 17:41:00,2024-11-24 18:07:00,3.76,69.6,1.0,69.6,Wallet,Completed,5
658,24,8,Suburb,Hospital,2024-09-21 18:56:00,2024-09-21 21:52:00,32.87,373.92,1.0,373.92,Cash,Completed,4
659,37,1,Railway Station,Airport,2024-01-13 23:14:00,2024-01-14 02:13:00,44.05,633.9,1.67,1058.61,Wallet,Completed,5
660,28,6,Hospital,Bus Stand,2024-01-13 16:40:00,2024-01-13 21:29:00,42.18,747.6,2.01,1502.68,Card,Cancelled,
661,5,3,Railway Station,City Mall,2024-11-03 17:48:00,2024-11-03 18:25:00,5.66,82.48,2.76,227.64,Cash,Completed,5
662,29,6,Hotel,Railway Station,2024-01-29 10:40:00,2024-01-29 11:54:00,20.28,239.6,1.0,239.6,Card,Completed,4
663,49,5,Market,Railway Station,2024-07-29 08:38:00,2024-07-29 11:41:00,35.76,571.88,1.0,571.88,Wallet,Completed,5
664,42,3,Market,City Mall,2024-12-11 18:29:00,2024-12-11 20:52:00,24.0,376.86,1.32,497.46,Card,Completed,3
665,17,3,Hospital,IT Park,2024-06-30 12:46:00,2024-06-30 14:38:00,28.51,356.02,1.37,487.75,Card,Completed,5
666,35,4,Airport,Suburb,2024-03-15 07:19:00,2024-03-15 09:46:00,27.74,369.73,1.0,369.73,Card,Completed,3
667,36,2,College,Market,2024-01-28 12:12:00,2024-01-28 15:15:00,43.98,709.15,1.4,992.81,Wallet,Completed,5
668,38,4,Airport,College,2024-10-16 22:39:00,2024-10-16 23:35:00,14.53,198.03,1.0,198.03,Card,Cancelled,
669,1,2,Hotel,Suburb,2024-11-23 08:14:00,2024-11-23 10:28:00,21.79,276.84,1.0,276.84,Wallet,Cancelled,
670,12,4,Market,Hospital,2024-01-04 11:04:00,2024-01-04 12:12:00,17.07,263.52,1.0,263.52,Cash,Completed,5
671,2,2,IT Park,Railway Station,2024-04-11 08:11:00,2024-04-11 08:59:00,11.02,144.32,2.57,370.9,Cash,Completed,3
672,44,1,Hospital,City Mall,2024-03-11 12:50:00,2024-03-11 15:39:00,40.0,548.28,1.0,548.28,Card,Completed,4
673,40,8,Market,Hotel,2024-08-10 20:04:00,2024-08-10 20:39:00,6.65,120.11,1.58,189.77,Card,Completed,4
674,3,1,City Mall,Bus Stand,2024-11-11 16:54:00,2024-11-11 18:49:00,24.79,429.28,1.0,429.28,Card,Completed,4
675,32,8,Hospital,College,2024-04-17 18:50:00,2024-04-17 21:04:00,21.97,358.29,2.06,738.08,Card,Completed,5
676,30,1,Hotel,Market,2024-04-01 10:23:00,2024-04-01 13:09:00,24.36,362.14,1.0,362.14,Cash,Completed,5
677,14,7,Hospital,IT Park,2024-04-22 20:28:00,2024-04-23 00:02:00,39.05,553.23,2.63,1454.99,Card,Cancelled,
678,6,6,College,College,2024-03-09 18:18:00,2024-03-09 20:04:00,20.84,287.85,1.0,287.85,Wallet,Completed,4
679,27,7,IT Park,Bus Stand,2024-07-07 19:20:00,2024-07-07 20:19:00,13.38,149.83,1.0,149.83,Card,Completed,3
680,35,4,Hospital,Suburb,2024-11-25 06:17:00,2024-11-25 08:53:00,41.81,492.83,1.0,492.83,Wallet,Completed,3
681,17,3,Bus Stand,IT Park,2024-06-03 18:49:00,2024-06-03 22:27:00,31.23,412.1,1.0,412.1,Cash,No-show,
682,50,5,Bus Stand,City Mall,2024-06-02 09:22:00,2024-06-02 12:38:00,35.57,506.18,1.0,506.18,Wallet,Completed,4
683,15,8,Hospital,Railway Station,2024-04-26 18:13:00,2024-04-26 20:29:00,22.14,334.9,1.0,334.9,Wallet,Completed,4
684,13,4,IT Park,Airport,2024-08-07 18:44:00,2024-08-07 19:54:00,19.67,285.4,1.0,285.4,Wallet,Completed,3
685,43,2,Airport,Market,2024-06-30 11:26:00,2024-06-30 13:24:00,20.02,340.76,1.0,340.76,Cash,Completed,5
686,9,5,Hotel,Suburb,2024-03-19 22:21:00,2024-03-20 01:16:00,26.22,456.05,1.0,456.05,Wallet,Completed,4
687,5,3,Railway Station,City Mall,2024-09-30 12:30:00,2024-09-30 13:01:00,6.23,96.91,1.0,96.91,Cash,Cancelled,
688,44,1,IT Park,Bus Stand,2024-10-10 08:52:00,2024-10-10 12:28:00,31.47,469.18,1.4,656.85,Cash,Completed,3
689,30,1,City Mall,Bus Stand,2024-01-30 11:00:00,2024-01-30 11:44:00,8.97,160.36,1.0,160.36,Wallet,Completed,3
690,31,8,College,City Mall,2024-02-05 12:57:00,2024-02-05 15:42:00,39.16,471.47,1.0,471.47,Card,Completed,5
691,37,1,College,Railway Station,2024-06-07 16:32:00,2024-06-07 18:49:00,32.68,479.47,1.0,479.47,Wallet,No-show,
692,39,5,IT Park,College,2024-05-06 15:58:00,2024-05-06 18:12:00,26.26,392.0,1.0,392.0,Wallet,Completed,3
693,45,5,Hotel,City Mall,2024-12-30 18:25:00,2024-12-30 21:32:00,28.17,492.41,1.67,822.32,Card,Completed,4
694,7,2,Suburb,College,2024-07-20 17:02:00,2024-07-20 17:55:00,11.93,214.31,2.24,480.05,Wallet,Cancelled,
695,49,5,Suburb,Bus Stand,2024-10-10 07:23:00,2024-10-10 07:45:00,4.83,57.2,1.0,57.2,Cash,Completed,4
696,30,1,Railway Station,City Mall,2024-01-14 06:44:00,2024-01-14 08:53:00,30.89,453.94,1.9,862.49,Wallet,Completed,4
697,43,2,City Mall,City Mall,2024-08-25 14:04:00,2024-08-25 14:29:00,5.09,82.74,1.0,82.74,Cash,Completed,4
698,39,5,City Mall,Suburb,2024-02-21 08:07:00,2024-02-21 10:32:00,24.76,349.78,2.45,856.96,Cash,Completed,4
699,44,1,Hotel,IT Park,2024-09-29 08:44:00,2024-09-29 09:04:00,3.58,57.56,1.0,57.56,Wallet,Completed,3
700,4,5,Airport,Hospital,2024-11-02 00:49:00,2024-11-02 02:04:00,17.92,226.04,2.66,601.27,Card,Completed,3
701,44,1,Railway Station,Hospital,2024-12-08 06:56:00,2024-12-08 07:30:00,5.7,100.79,1.0,100.79,Wallet,Completed,5
702,36,2,City Mall,Airport,2024-11-16 08:13:00,2024-11-16 11:14:00,42.14,596.72,1.0,596.72,Wallet,Completed,4
703,42,3,Airport,Railway Station,2024-06-10 01:13:00,2024-06-10 03:29:00,21.46,247.39,1.0,247.39,Card,Completed,4
704,27,7,City Mall,IT Park,2024-06-03 18:31:00,2024-06-03 23:39:00,44.26,522.91,1.0,522.91,Cash,Cancelled,
705,39,5,Hospital,College,2024-06-15 23:44:00,2024-06-16 00:56:00,18.4,338.49,1.0,338.49,Cash,Completed,5
706,22,2,Airport,Suburb,2024-01-10 16:37:00,2024-01-10 18:45:00,21.03,317.31,1.0,317.31,Cash,Completed,5
707,40,8,IT Park,Suburb,2024-03-04 10:47:00,2024-03-04 12:03:00,20.14,260.78,1.0,260.78,Card,Completed,4
708,25,2,Hospital,Airport,2024-04-14 17:15:00,2024-04-14 21:28:00,41.67,657.74,1.0,657.74,Card,Completed,4
709,27,7,Suburb,Suburb,2024-11-27 19:48:00,2024-11-27 20:01:00,2.53,44.97,1.66,74.65,Card,Cancelled,
710,25,2,Airport,City Mall,2024-09-23 10:28:00,2024-09-23 12:58:00,28.9,332.84,1.0,332.84,Card,No-show,
711,9,5,Suburb,Suburb,2024-02-16 08:35:00,2024-02-16 12:22:00,37.66,695.0,1.42,986.9,Wallet,Completed,5
712,12,4,Hospital,Hotel,2024-11-06 09:18:00,2024-11-06 11:35:00,26.57,497.97,2.59,1289.74,Wallet,No-show,
713,11,5,College,Airport,2024-08-29 13:32:00,2024-08-29 15:25:00,28.01,405.23,1.0,405.23,Wallet,No-show,
714,28,6,College,IT Park,2024-02-12 18:58:00,2024-02-12 19:57:00,14.56,222.73,1.0,222.73,Wallet,Completed,4
715,36,2,Bus Stand,Hospital,2024-11-06 14:21:00,2024-11-06 14:51:00,7.44,109.77,1.0,109.77,Wallet,Completed,3
716,26,3,Airport,Railway Station,2024-07-31 21:47:00,2024-07-31 23:28:00,17.73,264.47,1.0,264.47,Wallet,Completed,4
717,37,1,Hospital,Airport,2024-03-24 08:27:00,2024-03-24 11:50:00,43.13,740.55,1.0,740.55,Wallet,Completed,5
718,28,6,IT Park,Market,2024-05-06 09:02:00,2024-05-06 11:31:00,41.58,577.6,1.0,577.6,Wallet,Completed,3
719,44,1,Hotel,Market,2024-03-16 09:38:00,2024-03-16 11:19:00,26.66,434.58,1.48,643.18,Cash,Completed,4
720,34,2,Hotel,Railway Station,2024-04-06 20:10:00,2024-04-06 23:48:00,37.59,489.53,2.75,1346.21,Cash,Completed,4
721,41,1,College,Airport,2024-10-20 18:22:00,2024-10-20 22:01:00,36.92,485.58,2.42,1175.1,Cash,Completed,3
722,5,3,Bus Stand,Railway Station,2024-12-22 12:26:00,2024-12-22 15:24:00,29.97,505.42,1.86,940.08,Wallet,Completed,3
723,37,1,Railway Station,City Mall,2024-04-18 08:03:00,2024-04-18 11:46:00,34.12,596.19,2.77,1651.45,Cash,Completed,5
724,19,8,Airport,Airport,2024-02-13 12:17:00,2024-02-13 12:35:00,4.3,48.32,1.0,48.32,Wallet,Completed,3
725,49,5,College,College,2024-01-04 17:50:00,2024-01-04 20:26:00,44.46,523.5,1.0,523.5,Wallet,Completed,4
726,39,5,Hotel,Hotel,2024-08-07 11:43:00,2024-08-07 15:58:00,40.22,764.0,1.0,764.0,Card,Cancelled,
727,4,5,City Mall,Airport,2024-07-01 20:51:00,2024-07-01 21:26:00,5.86,85.88,1.0,85.88,Card,Cancelled,
728,8,6,Bus Stand,Hotel,2024-09-28 09:44:00,2024-09-28 13:05:00,34.19,444.07,1.0,444.07,Card,Cancelled,
729,1,2,Hospital,College,2024-11-22 22:52:00,2024-11-23 00:33:00,15.51,249.25,1.0,249.25,Card,No-show,
730,39,5,College,Railway Station,2024-09-05 12:39:00,2024-09-05 16:43:00,36.04,496.87,1.0,496.87,Wallet,Cancelled,
731,19,8,Railway Station,IT Park,2024-11-06 08:09:00,2024-11-06 12:05:00,39.34,708.51,1.0,708.51,Card,Completed,4
732,30,1,Hotel,Airport,2024-03-27 20:07:00,2024-03-27 22:39:00,22.47,344.36,1.56,537.2,Card,Completed,3
733,21,1,College,Railway Station,2024-07-15 18:14:00,2024-07-15 21:25:00,32.78,535.21,1.0,535.21,Wallet,Completed,5
734,15,8,Bus Stand,Hotel,2024-10-21 18:38:00,2024-10-21 19:04:00,4.31,59.24,1.0,59.24,Card,Completed,5
735,15,8,Market,Hospital,2024-05-12 07:05:00,2024-05-12 07:31:00,6.35,87.13,1.0,87.13,Card,Cancelled,
736,21,1,City Mall,Bus Stand,2024-07-13 16:00:00,2024-07-13 17:14:00,15.02,236.12,1.88,443.91,Card,Cancelled,
737,38,4,City Mall,Market,2024-04-23 07:00:00,2024-04-23 09:40:00,24.92,365.95,2.71,991.72,Wallet,Completed,4
738,10,8,Market,College,2024-12-06 19:52:00,2024-12-06 21:58:00,32.08,506.58,2.79,1413.36,Card,No-show,
739,32,8,Suburb,Airport,2024-05-29 17:24:00,2024-05-29 17:50:00,4.06,70.98,2.38,168.93,Card,Cancelled,
740,32,8,Hotel,College,2024-07-19 10:52:00,2024-07-19 14:22:00,30.18,536.85,1.0,536.85,Wallet,Completed,4
741,49,5,Hotel,Railway Station,2024-07-19 12:33:00,2024-07-19 16:15:00,33.11,439.0,1.0,439.0,Card,Completed,5
742,21,1,College,IT Park,2024-10-24 20:03:00,2024-10-24 22:39:00,38.47,641.55,1.0,641.55,Card,Completed,5
743,14,7,Hotel,Hotel,2024-04-21 19:12:00,2024-04-21 22:16:00,33.49,370.84,1.0,370.84,Card,Completed,3
744,4,5,Hotel,City Mall,2024-02-19 11:30:00,2024-02-19 12:34:00,9.31,106.32,1.0,106.32,Wallet,Completed,5
745,16,5,Railway Station,College,2024-01-18 07:25:00,2024-01-18 09:36:00,22.76,375.63,1.0,375.63,Wallet,Completed,5
746,18,3,Market,Market,2024-11-19 17:23:00,2024-11-19 17:36:00,2.0,23.87,2.26,53.95,Wallet,Completed,5
747,18,3,Railway Station,Hospital,2024-12-21 18:50:00,2024-12-21 21:32:00,27.29,384.02,1.0,384.02,Cash,Completed,3
748,46,5,Bus Stand,Market,2024-10-02 08:52:00,2024-10-02 12:11:00,31.98,452.53,1.0,452.53,Card,Completed,3
749,46,5,Hospital,Railway Station,2024-11-29 07:48:00,2024-11-29 08:50:00,10.52,171.15,2.59,443.28,Cash,Completed,4
750,9,5,Hospital,Bus Stand,2024-10-21 08:10:00,2024-10-21 08:30:00,5.32,69.45,1.0,69.45,Card,Completed,4
751,28,6,College,City Mall,2024-12-02 00:19:00,2024-12-02 00:42:00,3.51,65.17,1.0,65.17,Card,Completed,5
752,32,8,Suburb,Airport,2024-12-21 10:58:00,2024-12-21 14:05:00,44.39,613.33,1.0,613.33,Card,Completed,3
753,10,8,Bus Stand,IT Park,2024-06-02 19:13:00,2024-06-02 22:03:00,43.15,682.51,1.84,1255.82,Wallet,Completed,3
754,25,2,Railway Station,IT Park,2024-11-28 20:25:00,2024-11-28 22:49:00,21.34,396.03,1.0,396.03,Card,Completed,3
755,46,5,Hotel,Airport,2024-07-09 16:41:00,2024-07-09 19:45:00,37.19,589.07,1.0,589.07,Card,Completed,4
756,16,5,City Mall,Suburb,2024-02-09 09:34:00,2024-02-09 10:03:00,6.28,96.63,2.26,218.38,Wallet,Completed,4
757,1,2,IT Park,Market,2024-02-20 12:14:00,2024-02-20 14:15:00,17.97,212.77,1.0,212.77,Wallet,Completed,5
758,7,2,City Mall,Hospital,2024-09-27 11:36:00,2024-09-27 15:16:00,39.14,603.24,1.0,603.24,Wallet,Cancelled,
759,12,4,IT Park,Airport,2024-06-25 19:43:00,2024-06-26 00:25:00,43.61,665.2,1.0,665.2,Card,Completed,3
760,46,5,Market,Hotel,2024-03-20 17:09:00,2024-03-20 19:13:00,17.98,303.56,2.39,725.51,Wallet,Completed,3
761,12,4,Suburb,IT Park,2024-08-12 23:51:00,2024-08-13 02:20:00,21.89,291.02,1.0,291.02,Cash,Completed,5
762,20,5,Railway Station,IT Park,2024-07-27 18:54:00,2024-07-27 19:30:00,5.42,63.07,1.0,63.07,Card,Completed,3
763,32,8,Railway Station,Hotel,2024-01-06 22:27:00,2024-01-07 01:29:00,30.95,571.32,2.05,1171.21,Cash,Completed,5
764,40,8,Bus Stand,Market,2024-04-07 20:47:00,2024-04-07 20:55:00,1.82,26.21,1.0,26.21,Cash,No-show,
765,39,5,Bus Stand,Hospital,2024-08-17 22:43:00,2024-08-18 01:35:00,41.96,717.92,1.0,717.92,Cash,Completed,3
766,28,6,Railway Station,IT Park,2024-09-10 12:23:00,2024-09-10 16:39:00,43.68,598.58,1.0,598.58,Wallet,Cancelled,
767,31,8,College,Market,2024-05-30 09:00:00,2024-05-30 12:47:00,33.6,522.5,1.76,919.6,Wallet,Completed,3
768,4,5,City Mall,Hotel,2024-07-01 00:29:00,2024-07-01 01:24:00,15.79,218.39,1.0,218.39,Wallet,Cancelled,
769,1,2,Airport,City Mall,2024-02-21 13:12:00,2024-02-21 13:32:00,5.19,78.44,1.0,78.44,Wallet,Completed,4
770,15,8,College,City Mall,2024-08-28 12:19:00,2024-08-28 13:52:00,17.36,314.87,1.0,314.87,Card,Completed,4
771,23,3,City Mall,Suburb,2024-08-10 00:56:00,2024-08-10 04:08:00,39.37,495.58,1.36,673.99,Wallet,Completed,3
772,43,2,Hotel,Bus Stand,2024-05-16 07:31:00,2024-05-16 09:28:00,25.43,442.45,1.0,442.45,Wallet,Cancelled,
773,9,5,Suburb,Airport,2024-02-26 22:50:00,2024-02-26 23:02:00,2.42,29.63,1.0,29.63,Wallet,Cancelled,
774,28,6,Suburb,IT Park,2024-11-01 18:27:00,2024-11-01 20:33:00,22.39,296.84,1.94,575.87,Cash,Completed,3
775,17,3,City Mall,Suburb,2024-12-24 09:52:00,2024-12-24 11:09:00,20.17,298.34,1.0,298.34,Card,Completed,5
776,41,1,Suburb,Railway Station,2024-11-20 07:07:00,2024-11-20 07:55:00,7.25,81.98,1.0,81.98,Cash,Completed,5
777,25,2,Railway Station,IT Park,2024-07-27 15:44:00,2024-07-27 18:17:00,29.05,373.33,2.02,754.13,Wallet,Completed,4
778,18,3,IT Park,Market,2024-06-28 18:15:00,2024-06-28 19:49:00,15.41,175.37,1.38,242.01,Cash,Completed,4
779,28,6,Hospital,Hospital,2024-04-04 09:31:00,2024-04-04 11:05:00,17.32,232.69,1.32,307.15,Wallet,Cancelled,
780,48,2,City Mall,Market,2024-10-28 15:23:00,2024-10-28 16:28:00,11.86,156.64,1.0,156.64,Cash,Completed,3
781,3,1,Market,Hospital,2024-10-27 22:56:00,2024-10-28 02:17:00,29.96,375.2,1.0,375.2,Wallet,Completed,5
782,47,2,IT Park,Bus Stand,2024-08-30 23:12:00,2024-08-31 00:49:00,24.71,302.19,1.0,302.19,Wallet,Completed,5
783,24,8,City Mall,Market,2024-08-17 17:07:00,2024-08-17 21:44:00,41.12,474.59,1.0,474.59,Wallet,Completed,3
784,45,5,Railway Station,City Mall,2024-03-07 09:36:00,2024-03-07 09:57:00,4.14,77.75,2.52,195.93,Wallet,Completed,5
785,49,5,Suburb,Market,2024-09-17 12:49:00,2024-09-17 14:07:00,18.48,293.05,1.0,293.05,Cash,Completed,5
786,33,7,Railway Station,City Mall,2024-08-21 15:46:00,2024-08-21 17:29:00,24.34,326.82,1.0,326.82,Card,Completed,5
787,3,1,Suburb,Bus Stand,2024-09-30 08:02:00,2024-09-30 11:14:00,29.32,543.49,1.5,815.24,Cash,Completed,3
788,1,2,IT Park,City Mall,2024-11-28 11:38:00,2024-11-28 16:36:00,43.79,595.39,1.0,595.39,Wallet,Cancelled,
789,40,8,City Mall,IT Park,2024-05-30 10:03:00,2024-05-30 12:19:00,28.73,318.42,1.0,318.42,Cash,Completed,4
790,35,4,IT Park,Market,2024-12-02 22:49:00,2024-12-03 03:04:00,42.35,663.46,1.0,663.46,Card,Completed,5
791,14,7,Hotel,Hospital,2024-08-14 08:17:00,2024-08-14 09:07:00,10.37,166.32,1.0,166.32,Card,Completed,5
792,31,8,IT Park,City Mall,2024-02-17 14:29:00,2024-02-17 15:26:00,9.55,170.93,2.04,348.7,Card,Completed,3
793,26,3,Railway Station,Bus Stand,2024-12-17 16:04:00,2024-12-17 16:43:00,7.74,111.54,1.0,111.54,Card,Completed,4
794,47,2,IT Park,City Mall,2024-01-07 16:24:00,2024-01-07 18:27:00,18.2,216.22,2.55,551.36,Card,Completed,3
795,1,2,College,Market,2024-01-05 22:06:00,2024-01-06 00:48:00,25.09,440.23,1.0,440.23,Wallet,Completed,3
796,11,5,Airport,Railway Station,2024-06-06 10:09:00,2024-06-06 11:02:00,12.11,185.87,1.0,185.87,Card,Completed,3
797,19,8,City Mall,Hospital,2024-02-22 15:53:00,2024-02-22 17:16:00,19.56,215.35,1.0,215.35,Wallet,Completed,4
798,15,8,Suburb,Railway Station,2024-12-16 12:56:00,2024-12-16 15:46:00,32.6,593.74,1.0,593.74,Wallet,No-show,
799,23,3,Market,City Mall,2024-02-09 17:07:00,2024-02-09 18:16:00,17.18,316.07,1.37,433.02,Wallet,Completed,4
800,10,8,Railway Station,Airport,2024-12-07 17:39:00,2024-12-07 21:14:00,37.06,510.95,2.67,1364.24,Card,Cancelled,
801,50,5,Hotel,IT Park,2024-12-01 07:09:00,2024-12-01 08:44:00,18.49,310.09,1.0,310.09,Card,Completed,5
802,6,6,Market,Hospital,2024-06-14 23:11:00,2024-06-15 02:13:00,34.89,482.21,1.0,482.21,Card,Completed,4
803,42,3,Hotel,Bus Stand,2024-05-05 12:35:00,2024-05-05 15:02:00,23.12,353.05,1.0,353.05,Card,Completed,5
804,50,5,Railway Station,Airport,2024-12-21 19:14:00,2024-12-21 21:08:00,32.08,413.24,2.79,1152.94,Wallet,Completed,3
805,24,8,Airport,City Mall,2024-03-12 09:09:00,2024-03-12 12:17:00,37.83,583.04,1.0,583.04,Cash,Completed,3
806,45,5,College,Market,2024-12-26 07:46:00,2024-12-26 08:01:00,2.65,49.61,1.0,49.61,Card,Completed,3
807,2,2,College,City Mall,2024-03-16 11:05:00,2024-03-16 12:05:00,12.16,134.97,1.0,134.97,Card,Cancelled,
808,45,5,Airport,Market,2024-06-02 14:46:00,2024-06-02 15:58:00,16.17,278.95,1.0,278.95,Card,Completed,5
809,33,7,Bus Stand,IT Park,2024-03-23 01:53:00,2024-03-23 03:52:00,19.93,370.42,1.0,370.42,Card,Completed,5
810,28,6,Bus Stand,Market,2024-03-21 09:05:00,2024-03-21 11:22:00,24.19,455.34,1.62,737.65,Cash,Completed,3
811,45,5,Hotel,Suburb,2024-08-27 14:41:00,2024-08-27 16:40:00,29.42,518.32,1.0,518.32,Wallet,Cancelled,
812,7,2,Railway Station,Suburb,2024-02-23 06:38:00,2024-02-23 09:11:00,35.38,484.13,1.0,484.13,Card,Completed,3
813,1,2,Airport,Airport,2024-06-07 08:12:00,2024-06-07 10:52:00,29.27,329.55,2.76,909.56,Wallet,Completed,4
814,6,6,Hospital,City Mall,2024-06-07 00:22:00,2024-06-07 03:21:00,34.2,638.51,1.0,638.51,Cash,Completed,4
815,22,2,IT Park,City Mall,2024-07-27 20:32:00,2024-07-27 21:00:00,5.89,102.84,2.18,224.19,Card,Completed,3
816,44,1,City Mall,Bus Stand,2024-08-25 06:40:00,2024-08-25 07:15:00,5.56,93.12,1.0,93.12,Card,Completed,5
817,47,2,Airport,Hotel,2024-11-07 17:59:00,2024-11-07 21:17:00,34.94,509.42,1.74,886.39,Card,Cancelled,
818,14,7,Bus Stand,Railway Station,2024-11-08 16:09:00,2024-11-08 17:49:00,26.16,495.87,1.0,495.87,Wallet,Completed,4
819,7,2,City Mall,College,2024-08-20 10:59:00,2024-08-20 12:18:00,14.36,165.79,1.0,165.79,Wallet,Completed,3
820,31,8,Hotel,Hotel,2024-05-11 18:28:00,2024-05-11 20:16:00,29.79,361.16,2.15,776.49,Card,Cancelled,
821,44,1,College,IT Park,2024-03-07 13:32:00,2024-03-07 16:35:00,38.25,712.08,1.0,712.08,Cash,Completed,5
